   4.8588736e-06   8.4482890e-03
   1.7739201e-01   4.0325498e-03
   2.0675345e-01   9.2701427e-03
   3.2201128e-01   6.9831383e-03
   3.5436466e-01   9.1989617e-03
   4.1350690e-01   2.8576857e-03
   2.0675345e+00   4.1752139e-03
   2.3793056e+00   6.1398901e-03
   2.4776240e+00   1.1573206e-02
   3.1002327e+00   2.4582868e-03
   6.5314270e+00   3.7663007e-03
   9.2243846e+00   5.8898001e-03
   9.9269040e+00   2.2043961e-03
   1.2388120e+01   1.3400554e-03
   6.1940599e+01   1.1914311e-03
   9.9930833e+02   1.8273482e-02
   1.0302148e+03   3.5890026e-03
   1.3504167e+03   7.3534910e-03
   1.4482729e+03   1.0941436e-02
   1.5453222e+03   1.6504529e-02
   2.1261879e+03   1.7673931e-02
   2.3060962e+03   1.5313480e-02
   2.9106068e+03   1.3895901e-02
   3.3646745e+03   1.2917691e-02
   3.5860347e+03   1.2961990e-02
   3.6604701e+03   1.1172951e-02
   3.7334060e+03   1.1641870e-02
   3.7757242e+03   1.1511388e-02
   4.2343573e+03   1.0514048e-02
   4.2705484e+03   9.1880882e-03
   4.4022394e+03   1.0490187e-02
   4.4413704e+03   8.9366391e-03
   4.4812033e+03   9.5644313e-03
   4.7510697e+03   8.7352784e-03
   4.8588736e+03   6.9574145e-03
   5.0985119e+03   5.4760039e-03
   5.3343861e+03   7.4405795e-03
   5.4706661e+03   7.7241960e-03
   5.4806673e+03   7.9303894e-03
   5.5007798e+03   9.1085507e-03
   5.5312269e+03   7.4759183e-03
   5.6994772e+03   7.2022691e-03
   5.9838822e+03   6.3303270e-03
   6.2849581e+03   7.0355928e-03
   6.4058226e+03   6.1725105e-03
   6.6917969e+03   5.8861756e-03
   6.7067673e+03   5.5130039e-03
   6.8917816e+03   6.5693925e-03
   6.9236143e+03   5.1659588e-03
   7.0044977e+03   5.9896750e-03
   7.5324749e+03   5.2693072e-03
   7.7067481e+03   7.2846256e-03
   7.9100923e+03   5.8953879e-03
   7.9944667e+03   7.7964342e-03
   8.4448592e+03   5.0395546e-03
   8.7915689e+03   5.5102856e-03
   9.0027778e+03   4.6937176e-03
   9.2243846e+03   4.6300373e-03
   9.4871044e+03   4.9154158e-03
   1.0630940e+04   4.6988523e-03
   1.1991700e+04   4.1782343e-03
   1.2439523e+04   5.1803561e-03
   1.2596324e+04   5.2596419e-03
   1.2703072e+04   3.8492109e-03
   1.5778553e+04   4.4953774e-03
   1.6031684e+04   5.6481673e-03
   1.6382104e+04   4.3021214e-03
   1.6472115e+04   5.2680990e-03
   2.1261879e+04   6.0474656e-03
   2.1882664e+04   6.8966036e-03
   2.2043566e+04   6.4354876e-03
   2.2206852e+04   7.6793933e-03
   2.2884924e+04   5.2228935e-03
   3.3990079e+04   7.3704053e-03
   3.4900175e+04   6.7025422e-03
   3.4981622e+04   6.5143707e-03
   3.5394628e+04   7.3337576e-03
   3.7996515e+04   6.9507193e-03
   4.7966800e+04   6.2295963e-03
   4.9965417e+04   7.2489848e-02
   5.9958500e+04   5.9904805e-03
   6.7067673e+04   4.2753908e-03
   6.7520833e+04   4.3361011e-03
   7.9944667e+04   4.1530642e-03
   8.3975490e+04   5.0859179e-03
   9.9269040e+04   4.9256852e-03
   9.9930833e+04   6.0408207e-03
   1.0094024e+05   4.9487913e-03
   1.0197024e+05   6.3640046e-03
   1.0409462e+05   6.0891472e-02
   1.0482255e+05   3.4553494e-03
   1.0783903e+05   3.4566583e-03
   1.1991700e+05   5.2479629e-03
   1.4275833e+05   3.0657165e-03
   1.4989625e+05   2.9600021e-03
   1.9986167e+05   4.4097991e-03
   2.0964510e+05   4.3191868e-03
   2.2043566e+05   4.7923844e-02
   2.3605709e+05   3.1902077e-03
   2.4982708e+05   5.6844122e-03
   3.0009259e+05   3.0425348e-03
   5.9958500e+05   4.5557856e-03
   6.0809838e+05   2.7795829e-03
   7.1379167e+05   8.7742920e-04
   8.0158422e+05   2.4287119e-03
   9.9930833e+05   4.6967381e-03
   1.0337672e+06   1.9708177e-03
   1.1896528e+06   1.8901728e-03
   1.5614193e+06   3.8854558e-04
   1.6117876e+06   1.0205966e-03
   1.7429797e+06   9.5243606e-04
   1.8505710e+06   8.6444144e-04
   2.0394048e+06   8.0660058e-04
   7.9944667e+06   6.9846989e-04
   8.6896377e+06   1.1201947e-03
   9.9930833e+06   1.5857154e-03
   1.1103426e+07   7.7473525e-04
   1.2978030e+07   1.0023836e-03
   1.3034457e+07   1.5630623e-03
   1.3265155e+07   1.0694266e-03
   1.3943837e+07   9.9572860e-04
   1.9986167e+07   1.3289805e-03
   2.9979250e+07   3.0204103e-04
   3.0009259e+07   8.2978223e-04
   3.1892819e+07   4.2587786e-04
   3.3310278e+07   7.2036786e-04
   3.3458984e+07   6.3597760e-04
   3.4340493e+07   8.6136062e-04
   3.4738413e+07   7.4288502e-04
   3.4859593e+07   4.6755952e-04
   3.8934091e+07   1.7442870e-03
   4.9146311e+07   4.4525882e-04
   6.9396412e+07   1.7484551e-04
   7.3120122e+07   3.6119073e-04
   8.1025000e+07   7.0964541e-04
   8.1465353e+07   4.7239218e-04
   9.0846212e+07   3.0400430e-04
   9.5475318e+07   7.8559866e-04
   1.3034457e+08   2.3156479e-04
   1.3383594e+08   2.1988587e-04
   1.3504167e+08   2.6709489e-04
   1.3626932e+08   4.7289558e-04
   1.8620652e+08   2.3665922e-04
   1.9467045e+08   1.7675441e-04
   1.9853808e+08   1.6418951e-04
   1.9986167e+08   3.1261247e-04
   2.0120302e+08   3.4353140e-04
   2.1413750e+08   2.2129540e-04
   2.8017991e+08   2.4292657e-04
   3.3798478e+08   2.0807707e-04
   3.4859593e+08   1.4070078e-04
   3.5689583e+08   1.7633155e-04
   3.6965783e+08   1.0941336e-04
   3.7103032e+08   1.2405832e-04
   3.7474062e+08   1.4377153e-04
   5.9838822e+08   1.0365595e-04
   5.9958500e+08   1.0974158e-04
   6.1182143e+08   6.5860047e-05
   6.1432889e+08   8.5735354e-05
   6.1812887e+08   9.0091289e-05
   6.2456771e+08   7.7322504e-05
   6.2718096e+08   1.2031301e-05
   6.5456878e+08   8.7842594e-05
   1.1103426e+09   5.8037184e-05
   1.1991700e+09   4.3670099e-05
   1.9986167e+09   2.4163283e-05
   2.0256250e+09   2.6895747e-05
   2.1261879e+09   3.2082798e-05
   2.1413750e+09   3.8761933e-05
   2.1724094e+09   2.6745733e-05
   3.1228385e+09   2.3969976e-05
   3.9972333e+09   1.7895931e-05
   4.7211417e+09   1.8060795e-05
   6.4058226e+09   1.4111961e-05
   7.3478554e+09   1.1316873e-05
   8.2134932e+09   1.2218818e-05
   9.4274371e+09   1.0245232e-05
   1.6842275e+10   6.7204130e-06
   1.8737031e+10   7.8369580e-06
   3.7474062e+10   7.0878962e-06
   4.0622290e+10   5.5726571e-06
   4.9965417e+10   4.7420442e-06
   7.8892763e+10   2.9650361e-06
   1.1991700e+11   1.0823137e-05
   1.3443610e+11   4.6026019e-06
   1.4989625e+11   6.7455831e-06
   1.7951647e+11   4.8759491e-06
