4.8588736000000e-06 1.2188068071007e-03
1.7739201000000e-01 4.2628006741162e-04
2.0675345000000e-01 4.1980069644345e-04
3.2201128000000e-01 4.0160704511216e-04
3.5436466000000e-01 3.9778040979499e-04
4.1350690000000e-01 3.9168789965186e-04
2.067534500000 3.3345954614195e-04
2.379305600000 3.2880878213888e-04
2.477624000000 3.2748008265054e-04
3.100232700000 3.2022040464342e-04
6.531427000000 2.9722656574435e-04
9.224384600000 2.8714065785776e-04
9.926904000000 2.8504081365922e-04
12.38812000000 2.7879686819081e-04
61.94059900000 2.3735090454780e-04
999.3083300000 1.7972913348841e-04
1030.214800000 1.7918252521005e-04
1350.416700000 1.7439806068488e-04
1448.272900000 1.7318225521842e-04
1545.322200000 1.7206261812152e-04
2126.187900000 1.6665880636645e-04
2306.096200000 1.6531059507530e-04
2910.606800000 1.6150652663675e-04
3364.674500000 1.5918206179578e-04
3586.034700000 1.5817104447823e-04
3660.470100000 1.5784642307319e-04
3733.406000000 1.5753530899933e-04
3775.724200000 1.5735784701818e-04
4234.357300000 1.5556420758227e-04
4270.548400000 1.5543186799233e-04
4402.239400000 1.5496052019191e-04
4441.370400000 1.5482344681340e-04
4481.203300000 1.5468527243276e-04
4751.069700000 1.5378334071649e-04
4858.873600000 1.5343868615268e-04
5098.511900000 1.5270177577807e-04
5334.386100000 1.5201273980668e-04
5470.666100000 1.5162974701922e-04
5480.667300000 1.5160205465867e-04
5500.779800000 1.5154653298960e-04
5531.226900000 1.5146290557604e-04
5699.477200000 1.5100972934722e-04
5983.882200000 1.5027617338870e-04
6284.958100000 1.4954028106499e-04
6405.822600000 1.4925570512485e-04
6691.796900000 1.4860525117884e-04
6706.767300000 1.4857204713703e-04
6891.781600000 1.4816829405309e-04
6923.614300000 1.4810002936310e-04
7004.497700000 1.4792811783976e-04
7532.474900000 1.4685700329844e-04
7706.748100000 1.4652148609489e-04
7910.092300000 1.4614039475745e-04
7994.466700000 1.4598541926142e-04
8444.859200000 1.4518748756496e-04
8791.568900000 1.4460449490916e-04
9002.777800000 1.4426161112550e-04
9224.384600000 1.4391123197364e-04
9487.104400000 1.4350765348211e-04
10630.94000000 1.4188329463211e-04
11991.70000000 1.4018461580846e-04
12439.52300000 1.3967158401563e-04
12596.32400000 1.3949673697113e-04
12703.07200000 1.3937906772203e-04
15778.55300000 1.3638974391587e-04
16031.68400000 1.3617284681155e-04
16382.10400000 1.3587872509734e-04
16472.11500000 1.3580429167193e-04
21261.87900000 1.3238179546232e-04
21882.66400000 1.3200136192132e-04
22043.56600000 1.3190469257364e-04
22206.85200000 1.3180738121452e-04
22884.92400000 1.3141153365111e-04
33990.07900000 1.2631450190228e-04
34900.17500000 1.2598117969356e-04
34981.62200000 1.2595181697414e-04
35394.62800000 1.2580407128704e-04
37996.51500000 1.2491484537268e-04
47966.80000000 1.2203779625751e-04
49965.41700000 1.2154062900960e-04
59958.50000000 1.1934475996098e-04
67067.67300000 1.1801497193173e-04
67520.83300000 1.1793552701381e-04
79944.66700000 1.1596034037741e-04
83975.49000000 1.1539132934363e-04
99269.04000000 1.1347679181814e-04
99930.83300000 1.1340141679157e-04
1.0094024000000e+05 1.1328750129137e-04
1.0197024000000e+05 1.1317254624696e-04
1.0409462000000e+05 1.1293943293761e-04
1.0482255000000e+05 1.1286075707252e-04
1.0783903000000e+05 1.1254101662332e-04
1.1991700000000e+05 1.1135259841064e-04
1.4275833000000e+05 1.0942795555434e-04
1.4989625000000e+05 1.0889535484817e-04
1.9986167000000e+05 1.0580726294179e-04
2.0964510000000e+05 1.0530280979848e-04
2.2043566000000e+05 1.0477562160387e-04
2.3605709000000e+05 1.0406069600958e-04
2.4982708000000e+05 1.0347238989125e-04
3.0009259000000e+05 1.0159279391531e-04
5.9958500000000e+05 9.4798912503402e-05
6.0809838000000e+05 9.4665350367441e-05
7.1379167000000e+05 9.3160386942211e-05
8.0158422000000e+05 9.2085980216658e-05
9.9930833000000e+05 9.0077947215282e-05
1.0337672000000e+06 8.9773086381750e-05
1.1896528000000e+06 8.8521019718226e-05
1.5614193000000e+06 8.6146269805637e-05
1.6117876000000e+06 8.5873200665675e-05
1.7429797000000e+06 8.5203845922272e-05
1.8505710000000e+06 8.4695016319679e-05
2.0394048000000e+06 8.3876072716772e-05
7.9944667000000e+06 7.3166028429550e-05
8.6896377000000e+06 7.2558494703986e-05
9.9930833000000e+06 7.1551456799102e-05
1.1103426000000e+07 7.0801544384570e-05
1.2978030000000e+07 6.9705581394579e-05
1.3034457000000e+07 6.9675346454612e-05
1.3265155000000e+07 6.9553213223543e-05
1.3943837000000e+07 6.9207028326929e-05
1.9986167000000e+07 6.6759869652470e-05
2.9979250000000e+07 6.4107133011702e-05
3.0009259000000e+07 6.4100719467130e-05
3.1892819000000e+07 6.3711692232451e-05
3.3310278000000e+07 6.3435242661147e-05
3.3458984000000e+07 6.3406992787216e-05
3.4340493000000e+07 6.3242317865387e-05
3.4738413000000e+07 6.3169499194719e-05
3.4859593000000e+07 6.3147505590544e-05
3.8934091000000e+07 6.2453305188184e-05
4.9146311000000e+07 6.1015382587905e-05
6.9396412000000e+07 5.8946052908851e-05
7.3120122000000e+07 5.8638754945034e-05
8.1025000000000e+07 5.8039882864886e-05
8.1465353000000e+07 5.8008433399044e-05
9.0846212000000e+07 5.7379630720568e-05
9.5475318000000e+07 5.7095163360558e-05
1.3034457000000e+08 5.5345094953094e-05
1.3383594000000e+08 5.5198993122849e-05
1.3504167000000e+08 5.5149509128049e-05
1.3626932000000e+08 5.5099622368659e-05
1.8620652000000e+08 5.3405863681285e-05
1.9467045000000e+08 5.3168992136637e-05
1.9853808000000e+08 5.3064496705903e-05
1.9986167000000e+08 5.3029249411470e-05
2.0120302000000e+08 5.2993790161971e-05
2.1413750000000e+08 5.2664644683266e-05
2.8017991000000e+08 5.1267805982541e-05
3.3798478000000e+08 5.0315143642687e-05
3.4859593000000e+08 5.0159846642979e-05
3.5689583000000e+08 5.0041956826972e-05
3.6965783000000e+08 4.9866448673392e-05
3.7103032000000e+08 4.9847971639595e-05
3.7474062000000e+08 4.9798395969929e-05
5.9838822000000e+08 4.7521498596267e-05
5.9958500000000e+08 4.7512004708454e-05
6.1182143000000e+08 4.7416114479578e-05
6.1432889000000e+08 4.7396725361653e-05
6.1812887000000e+08 4.7367507052574e-05
6.2456771000000e+08 4.7318446556500e-05
