4.8588736000000e-06 1.783454582454
1.7739201000000e-01 4.5125559057530e-02
2.0675345000000e-01 4.2770176918911e-02
3.2201128000000e-01 3.6626433787710e-02
3.5436466000000e-01 3.5419454891277e-02
4.1350690000000e-01 3.3556800674808e-02
2.067534500000 1.9104736263071e-02
2.379305600000 1.8188292723757e-02
2.477624000000 1.7932346615791e-02
3.100232700000 1.6579121415691e-02
6.531427000000 1.2773111036204e-02
9.224384600000 1.1319348307669e-02
9.926904000000 1.1032264786413e-02
12.38812000000 1.0209338965078e-02
61.94059900000 5.8124352002563e-03
999.3083300000 2.1961130206605e-03
1030.214800000 2.1728252020576e-03
1350.416700000 1.9764497834856e-03
1448.272900000 1.9286431230179e-03
1545.322200000 1.8853537505407e-03
2126.187900000 1.6861217855325e-03
2306.096200000 1.6388621208631e-03
2910.606800000 1.5106201578001e-03
3364.674500000 1.4358842924469e-03
3586.034700000 1.4042177028407e-03
3660.470100000 1.3941567706692e-03
3733.406000000 1.3845628898931e-03
3775.724200000 1.3791116345387e-03
4234.357300000 1.3248719000581e-03
4270.548400000 1.3209313199022e-03
4402.239400000 1.3069643297452e-03
4441.370400000 1.3029224482805e-03
4481.203300000 1.2988571458341e-03
4751.069700000 1.2725431687437e-03
4858.873600000 1.2625891532885e-03
5098.511900000 1.2414931037428e-03
5334.386100000 1.2219964894092e-03
5470.666100000 1.2112546059421e-03
5480.667300000 1.2104805365310e-03
5500.779800000 1.2089296341749e-03
5531.226900000 1.2065963258104e-03
5699.477200000 1.1940080568147e-03
5983.882200000 1.1738306687389e-03
6284.958100000 1.1538349219606e-03
6405.822600000 1.1461680469399e-03
6691.796900000 1.1287806384943e-03
6706.767300000 1.1278981417920e-03
6891.781600000 1.1172065862934e-03
6923.614300000 1.1154060899380e-03
7004.497700000 1.1108810683233e-03
7532.474900000 1.0829822083199e-03
7706.748100000 1.0743470783449e-03
7910.092300000 1.0645987983226e-03
7994.466700000 1.0606526717543e-03
8444.859200000 1.0405002046434e-03
8791.568900000 1.0259501991451e-03
9002.777800000 1.0174608996260e-03
9224.384600000 1.0088379798272e-03
9487.104400000 9.9897064510678e-04
10630.94000000 9.5995180833585e-04
11991.70000000 9.2032506514448e-04
12439.52300000 9.0859053828813e-04
12596.32400000 9.0461581591924e-04
12703.07200000 9.0194789359059e-04
15778.55300000 8.3603797370649e-04
16031.68400000 8.3139386253180e-04
16382.10400000 8.2512572430559e-04
16472.11500000 8.2354481369674e-04
21261.87900000 7.5316293596565e-04
21882.66400000 7.4561467539221e-04
22043.56600000 7.4370528264141e-04
22206.85200000 7.4178673905351e-04
